FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budget,First_Day_Collection_Worldwide,Worldwide_Collection_in_Crores,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform,Year,Month,Month_Name,Week_Name
482,2018,05-05-2023,409,Tovino Thomas,509,Mollywood,627,28.0,3.3,180.03,69.5,110.53,All Time Blockbuster,8.3,150,Amazon Prime Video,2023,5,May,Friday
496,Neru,21-12-2023,177,Mohanlal,509,Mollywood,664,15.0,5.85,85.6,32.35,53.25,Blockbuster,7.5,150,Amazon Prime Video,2023,12,December,Thursday
497,RDX: Robert Dony Xavier,24-09-2023,416,Antony Varghese,509,Mollywood,625,15.0,2.5,84.75,28.75,56.0,Blockbuster,7.1,151,Amazon Prime Video,2023,9,September,Sunday
498,Kannur Squad,28-09-2023,417,Mammootty,509,Mollywood,621,25.0,5.0,82.0,34.5,47.5,Blockbuster,7.6,161,Amazon Prime Video,2023,9,September,Thursday
506,Romancham,03-02-2023,422,Soubin Shahir,509,Mollywood,628,3.0,0.5,69.0,23.3,45.7,Blockbuster,7.5,130,Amazon Prime Video,2023,2,February,Friday
520,King of Kotha,24-08-2023,431,Dulquer Salmaan,509,Mollywood,621,45.0,15.0,39.1,15.9,23.2,Disaster,6.1,174,Amazon Prime Video,2023,8,August,Thursday
525,Garudan,03-11-2023,436,Suresh Gopi,509,Mollywood,745,8.0,4.0,27.1,9.6,17.5,Hit,7.3,138,Amazon Prime Video,2023,11,November,Friday
536,Voice of Sathyanathan,28-07-2023,446,Thennal Abhilash,509,Mollywood,678,10.0,1.95,22.1,5.25,16.85,Hit,5.7,135,Amazon Prime Video,2023,7,July,Friday
