FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budget,First_Day_Collection_Worldwide,Worldwide_Collection_in_Crores,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform,Year,Month,Month_Name,Week_Name
392,Kabir Singh,21-06-2019,231,Shahid Kapoor,501,Bollywood,619,55.0,26.5,377.0,47.0,330.0,Blockbuster,7.0,173,Netflix,2019,6,June,Friday
393,Uri: The Surgical Strike,11-01-2019,371,Vicky Kaushal,501,Bollywood,696,40.0,8.2,341.75,48.0,293.75,Blockbuster,8.2,138,ZEE5,2019,1,January,Friday
397,Mission Mangal,15-08-2019,372,Akshay Kumar,501,Bollywood,726,75.0,42.0,290.3,54.3,236.0,Blockbuster,6.5,130,Disney+ Hotstar,2019,8,August,Thursday
409,Badla,08-03-2019,289,Amitabh Bachchan,501,Bollywood,700,20.0,10.0,140.4,36.0,104.4,Blockbuster,7.7,118,Netflix,2019,3,March,Friday
414,Luka Chuppi,01-03-2019,379,Kartik Aaryan,501,Bollywood,630,25.0,8.0,128.0,17.0,111.0,Blockbuster,6.4,126,Netflix,2019,3,March,Friday
390,War,02-10-2019,104,Hrithik Roshan,501,Bollywood,651,175.0,74.3,475.62,97.04,378.58,Blockbuster,6.5,151,Amazon Prime Video,2019,10,October,Wednesday
394,Bharat,05-06-2019,111,Salman Khan,501,Bollywood,610,60.0,65.0,321.0,70.0,251.0,Hit,4.7,150,Amazon Prime Video,2019,6,June,Wednesday
396,Housefull 4,25-10-2019,328,Akshay Kumar,501,Bollywood,725,25.0,30.5,296.0,49.0,247.0,Hit,3.6,145,Disney+ Hotstar,2019,10,October,Friday
399,Gully Boy,15-02-2019,256,Ranveer Singh,501,Bollywood,727,75.0,20.0,235.7,71.0,164.7,Super Hit,7.9,154,Amazon Prime Video,2019,2,February,Friday
401,Total Dhamaal,22-02-2019,334,Ajay Devgn,501,Bollywood,684,5.0,17.0,232.1,48.5,183.6,Hit,4.2,130,Disney+ Hotstar,2019,2,February,Friday
402,Dabangg 3,20-12-2019,117,Salman Khan,501,Bollywood,649,25.0,39.0,218.0,40.0,178.0,Below Average,3.0,160,Disney+ Hotstar,2019,12,December,Friday
403,Super 30,12-07-2019,374,Hrithik Roshan,501,Bollywood,633,90.0,20.0,210.0,39.0,171.0,Hit,7.9,154,Disney+ Hotstar,2019,7,July,Friday
404,Kesari,21-03-2019,375,Akshay Kumar,501,Bollywood,728,0.0,27.0,208.8,25.0,183.8,Hit,7.4,150,Amazon Prime Video,2019,3,March,Thursday
407,Kalank,19-04-2019,108,Kriti Sanon,501,Bollywood,636,50.0,30.0,146.8,47.0,99.8,Disaster,3.6,166,Amazon Prime Video,2019,4,April,Friday
408,Manikarnika: The Queen of Jhansi,25-01-2019,376,Kangana Ranaut,501,Bollywood,723,0.0,8.5,142.0,25.4,116.6,Below Average,6.4,148,ZEE5,2019,1,January,Friday
410,De De Pyaar De,17-05-2019,377,Ajay Devgn,501,Bollywood,608,75.0,17.5,139.0,16.0,123.0,Hit,6.5,135,Amazon Prime Video,2019,5,May,Friday
418,Student of the Year 2,10-05-2019,380,Tiger Shroff,501,Bollywood,729,75.0,14.0,95.5,11.0,84.5,Flop,2.2,146,Amazon Prime Video,2019,5,May,Friday
