FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budget,First_Day_Collection_Worldwide,Worldwide_Collection_in_Crores,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform,Year,Month,Month_Name,Week_Name
423,Avane Srimannarayana,27-12-2019,383,Rakshit Shetty,507,Sandalwood,731,25.0,5.5,75.3,4.1,71.2,Blockbuster,7.7,186,Amazon Prime Video,2019,12,December,Friday
431,Yajamana,01-03-2019,385,Darshan Thoogudeep,507,Sandalwood,637,20.0,7.3,52.0,3.0,49.0,Blockbuster,6.1,164,Amazon Prime Video,2019,3,March,Friday
420,Kurukshetra,09-08-2019,381,Darshan Thoogudeep,507,Sandalwood,730,60.0,8.2,81.0,3.0,78.0,Hit,6.2,185,Amazon Prime Video,2019,8,August,Friday
429,Pailwaan,13-09-2019,384,Suniel Shetty,507,Sandalwood,665,35.0,9.0,53.4,5.0,48.4,Hit,6.2,166,Amazon Prime Video,2019,9,September,Friday
433,Natasaarvabhowma,15-02-2019,386,Puneeth Rajkumar,507,Sandalwood,637,20.0,6.7,50.0,1.0,49.0,Hit,6.5,157,Amazon Prime Video,2019,2,February,Friday
453,Odeya,12-12-2019,399,Darshan Thoogudeep,507,Sandalwood,606,15.0,2.5,25.5,1.0,24.5,Hit,3.8,164,Amazon Prime Video,2019,12,December,Thursday
